icao24,wake_vortex,wake_vortex_index
4b18f5,"<136,000kg",3.0
aa909a,Heavy,0.0
4d2504,"<136,000kg",3.0
407ac1,"<136,000kg",3.0
48b9c9,"<34,000kg",4.0
4cae1a,"<136,000kg",3.0
4cae4b,"<136,000kg",3.0
4d2237,"<136,000kg",3.0
3444c4,Heavy,0.0
4008cf,"<34,000kg",4.0
4401c3,"<136,000kg",3.0
3c66b4,"<136,000kg",3.0
344502,Heavy,0.0
45ab4f,"<136,000kg",3.0
4cae4a,"<136,000kg",3.0
a7d624,<7000kg,7.0
4d2103,"<34,000kg",4.0
344694,"<136,000kg",3.0
495150,"<136,000kg",3.0
aa7f5e,Heavy,0.0
3440d6,Obstruction,1.0
3c666b,"<136,000kg",3.0
89616a,Heavy,0.0
010237,"<136,000kg",3.0
e48df6,Heavy,0.0
490d0d,"<34,000kg",4.0
345645,"<136,000kg",3.0
4ca2c1,"<136,000kg",3.0
3475c7,Heavy,0.0
452124,"<136,000kg",3.0
78100a,Heavy,0.0
4073a1,"<136,000kg",3.0
4cac87,"<136,000kg",3.0
49520f,"<136,000kg",3.0
511188,"<136,000kg",3.0
405b66,"<136,000kg",3.0
4b1a37,"<136,000kg",3.0
4a2aac,"<136,000kg",3.0
4ca810,"<136,000kg",3.0
34520f,Heavy,0.0
3c66b8,"<136,000kg",3.0
4cc50e,"<136,000kg",3.0
47a518,"<136,000kg",3.0
341207,"<34,000kg",4.0
3c64a7,"<136,000kg",3.0
345353,Heavy,0.0
344557,"<136,000kg",3.0
3441c7,Obstruction,1.0
3440d0,Obstruction,1.0
34124c,Obstruction,1.0
e48b2f,"<34,000kg",4.0
485009,"<136,000kg",3.0
34224e,"<136,000kg",3.0
4402ae,"<136,000kg",3.0
392af2,"<136,000kg",3.0
406d90,"<136,000kg",3.0
01024c,"<136,000kg",3.0
4a822a,"<136,000kg",3.0
4baa52,"<136,000kg",3.0
3532c5,High vortex,8.0
4951d4,"<136,000kg",3.0
4d24f7,"<136,000kg",3.0
4d22b5,"<136,000kg",3.0
4cac7f,"<136,000kg",3.0
3480c3,"<136,000kg",3.0
781c0d,Heavy,0.0
4cae65,"<136,000kg",3.0
4ca623,"<136,000kg",3.0
495038,"<136,000kg",3.0
a11bc8,Heavy,0.0
3c666a,"<136,000kg",3.0
44cc45,"<136,000kg",3.0
4d2235,"<136,000kg",3.0
34308f,"<136,000kg",3.0
4cad2b,"<136,000kg",3.0
ab0d15,Heavy,0.0
7103d7,Heavy,0.0
3ccbf5,<7000kg,7.0
493298,"<34,000kg",4.0
3944f5,,2.0
4520ea,"<136,000kg",3.0
e495ee,"<136,000kg",3.0
34629a,"<136,000kg",3.0
3474cb,"<136,000kg",3.0
485789,Heavy,0.0
354555,Heavy,0.0
394c10,"<136,000kg",3.0
4d24e5,Heavy,0.0
a8886d,Heavy,0.0
4d24cb,"<136,000kg",3.0
7324e4,,2.0
a7615f,Heavy,0.0
e80451,Heavy,0.0
ab0e30,"<136,000kg",3.0
344646,"<136,000kg",3.0
47bf9d,"<136,000kg",3.0
394c0a,"<136,000kg",3.0
a8dee0,Heavy,0.0
345642,"<136,000kg",3.0
4cac20,"<136,000kg",3.0
440cbf,"<136,000kg",3.0
a21772,Heavy,0.0
3c65d8,"<136,000kg",3.0
4cad3c,"<136,000kg",3.0
e80476,Heavy,0.0
e4941c,Heavy,0.0
347648,"<136,000kg",3.0
3441da,Obstruction,1.0
44a826,"<136,000kg",3.0
440d6e,"<136,000kg",3.0
4d24cd,"<34,000kg",4.0
ab4732,Heavy,0.0
3442cc,"<34,000kg",4.0
ab4489,Heavy,0.0
4d2213,"<136,000kg",3.0
0200ae,"<136,000kg",3.0
4951b7,"<136,000kg",3.0
346091,"<136,000kg",3.0
020177,"<136,000kg",3.0
44a838,"<136,000kg",3.0
aacaac,Heavy,0.0
4d24ab,"<136,000kg",3.0
45211a,"<136,000kg",3.0
e49181,Heavy,0.0
4ca566,"<136,000kg",3.0
3c64a3,"<136,000kg",3.0
486495,"<136,000kg",3.0
3424d1,"<136,000kg",3.0
a4bbde,Heavy,0.0
4ca7b3,"<136,000kg",3.0
4d248e,"<136,000kg",3.0
344647,"<34,000kg",4.0
341646,"<136,000kg",3.0
4853d0,"<136,000kg",3.0
485a83,"<136,000kg",3.0
4cae6d,"<136,000kg",3.0
ae20c3,Heavy,0.0
4ca806,"<136,000kg",3.0
89631a,Heavy,0.0
392aeb,"<136,000kg",3.0
40756f,"<136,000kg",3.0
4d2056,Heavy,0.0
040204,Heavy,0.0
348212,"<136,000kg",3.0
06a2b2,Heavy,0.0
4aca4a,"<136,000kg",3.0
345108,"<136,000kg",3.0
3430cc,"<136,000kg",3.0
407d75,"<136,000kg",3.0
4d2060,"<136,000kg",3.0
4d244b,"<136,000kg",3.0
4b168f,"<136,000kg",3.0
4d2386,"<136,000kg",3.0
3542c3,"<34,000kg",4.0
44d2ab,"<136,000kg",3.0
e8040e,Heavy,0.0
4079a9,"<136,000kg",3.0
392ae2,,2.0
48c130,"<136,000kg",3.0
35360b,"<34,000kg",4.0
400aff,"<136,000kg",3.0
4891b2,"<136,000kg",3.0
4b1807,"<136,000kg",3.0
4ac9e2,"<136,000kg",3.0
461f59,Heavy,0.0
400fe3,"<136,000kg",3.0
4070eb,"<136,000kg",3.0
407862,"<136,000kg",3.0
34538d,"<136,000kg",3.0
344346,Heavy,0.0
4d2347,"<136,000kg",3.0
3474cd,Heavy,0.0
3c66b7,"<136,000kg",3.0
4892c9,"<136,000kg",3.0
45ab50,"<136,000kg",3.0
501c16,"<136,000kg",3.0
4caf82,"<136,000kg",3.0
45ab4b,"<136,000kg",3.0
e072cf,Heavy,0.0
347459,Heavy,0.0
44d071,"<136,000kg",3.0
020072,"<136,000kg",3.0
346384,Heavy,0.0
34520a,"<34,000kg",4.0
34520c,Heavy,0.0
3451cd,Heavy,0.0
341390,"<34,000kg",4.0
48af0d,"<136,000kg",3.0
345299,Heavy,0.0
4ca812,"<136,000kg",3.0
34650f,<7000kg,7.0
503eb3,"<136,000kg",3.0
3424d2,"<136,000kg",3.0
491182,"<34,000kg",4.0
511187,"<136,000kg",3.0
4b1620,"<136,000kg",3.0
3443d2,"<136,000kg",3.0
4cadee,"<136,000kg",3.0
343046,"<136,000kg",3.0
344445,"<136,000kg",3.0
020142,"<34,000kg",4.0
4854cb,"<136,000kg",3.0
4c01ed,"<136,000kg",3.0
45ab4a,"<136,000kg",3.0
45ab4d,"<136,000kg",3.0
3c49b1,"<136,000kg",3.0
44cc42,"<136,000kg",3.0
44ce4f,"<136,000kg",3.0
40792f,"<136,000kg",3.0
4cac7a,"<136,000kg",3.0
440cb1,"<136,000kg",3.0
020113,"<136,000kg",3.0
407630,"<136,000kg",3.0
48cb15,"<136,000kg",3.0
4bb325,"<136,000kg",3.0
45d069,"<136,000kg",3.0
45aa90,"<136,000kg",3.0
020139,"<136,000kg",3.0
3c666e,"<136,000kg",3.0
e49f94,"<34,000kg",4.0
4d224d,"<136,000kg",3.0
4d2269,"<136,000kg",3.0
4b18f3,"<136,000kg",3.0
501c13,"<136,000kg",3.0
4cac88,"<136,000kg",3.0
502cc6,"<136,000kg",3.0
4ac9f5,"<136,000kg",3.0
4d2228,"<136,000kg",3.0
4ca7b5,"<136,000kg",3.0
4b1a02,"<34,000kg",4.0
49d2ee,"<136,000kg",3.0
407a06,"<136,000kg",3.0
48c2ac,"<136,000kg",3.0
3964f9,"<136,000kg",3.0
440073,"<136,000kg",3.0
440da5,"<136,000kg",3.0
4405b6,"<136,000kg",3.0
4cad2a,"<136,000kg",3.0
5083c0,"<34,000kg",4.0
020111,"<136,000kg",3.0
346649,"<136,000kg",3.0
34738c,Rotorcraft,6.0
3c70c5,Heavy,0.0
408027,"<136,000kg",3.0
4d23a8,Heavy,0.0
484558,"<136,000kg",3.0
3463da,Heavy,0.0
346111,"<136,000kg",3.0
461f9e,"<136,000kg",3.0
346088,"<136,000kg",3.0
4ac8e8,"<136,000kg",3.0
020121,Heavy,0.0
49529a,"<136,000kg",3.0
06a0e7,Heavy,0.0
4ac9c6,"<136,000kg",3.0
3543c5,Rotorcraft,6.0
484b2a,"<136,000kg",3.0
3434ce,"<34,000kg",4.0
4bc852,"<136,000kg",3.0
4ca9c2,"<136,000kg",3.0
47c1f7,"<136,000kg",3.0
add143,"<136,000kg",3.0
343499,"<136,000kg",3.0
44cc43,"<136,000kg",3.0
479227,"<136,000kg",3.0
49d328,"<136,000kg",3.0
4075fe,"<136,000kg",3.0
3532c4,High vortex,8.0
4cad11,"<136,000kg",3.0
3c6487,"<136,000kg",3.0
440d6f,"<136,000kg",3.0
46b825,"<136,000kg",3.0
4bb873,"<136,000kg",3.0
3441cd,Obstruction,1.0
3c6470,"<136,000kg",3.0
4ac9c4,"<136,000kg",3.0
06a2b8,Heavy,0.0
4cae6b,"<136,000kg",3.0
010161,"<136,000kg",3.0
407e63,"<136,000kg",3.0
39644c,Heavy,0.0
3412c5,Obstruction,1.0
4b0274,"<136,000kg",3.0
4ca9cd,"<136,000kg",3.0
495148,"<136,000kg",3.0
4cad41,"<136,000kg",3.0
406ae8,"<136,000kg",3.0
ad727c,Heavy,0.0
4070e5,"<136,000kg",3.0
4d223a,"<136,000kg",3.0
407463,"<136,000kg",3.0
347297,Heavy,0.0
407c0a,"<136,000kg",3.0
40773b,"<136,000kg",3.0
aa44cd,Heavy,0.0
400e4a,"<136,000kg",3.0
4078fe,"<136,000kg",3.0
4a35ad,,2.0
0d0ed6,Heavy,0.0
484f50,"<34,000kg",4.0
4070e6,"<136,000kg",3.0
06a19f,Heavy,0.0
34604e,Heavy,0.0
341253,Obstruction,1.0
43e92d,<7000kg,7.0
400ceb,"<136,000kg",3.0
341348,Obstruction,1.0
46b8b1,"<136,000kg",3.0
345359,"<136,000kg",3.0
405b64,"<136,000kg",3.0
440037,"<136,000kg",3.0
020105,"<136,000kg",3.0
02006f,"<136,000kg",3.0
471f3d,"<136,000kg",3.0
3c4906,"<136,000kg",3.0
4ca24d,"<136,000kg",3.0
3991e2,"<136,000kg",3.0
44d1a2,"<136,000kg",3.0
ab5257,Heavy,0.0
4d20e8,"<34,000kg",4.0
e48df5,Heavy,0.0
4b1614,"<136,000kg",3.0
4d2489,"<34,000kg",4.0
3964f0,"<136,000kg",3.0
471f8f,"<136,000kg",3.0
4d225e,"<136,000kg",3.0
4cadf5,"<136,000kg",3.0
0100e0,"<136,000kg",3.0
4caa5c,"<136,000kg",3.0
4952c5,"<136,000kg",3.0
4b1a2e,"<136,000kg",3.0
4892c4,"<136,000kg",3.0
3c6421,"<136,000kg",3.0
3c7421,"<136,000kg",3.0
3e4601,<7000kg,7.0
0200eb,"<136,000kg",3.0
4d2423,"<136,000kg",3.0
461fa7,"<136,000kg",3.0
34639a,<7000kg,7.0
3532c9,High vortex,8.0
4ca56d,"<136,000kg",3.0
44d1ba,"<136,000kg",3.0
99aaca,Ultralight,9.0
4d22ff,"<136,000kg",3.0
4010da,"<136,000kg",3.0
4787b3,"<136,000kg",3.0
407e5f,"<136,000kg",3.0
3c0ac5,"<136,000kg",3.0
344501,"<136,000kg",3.0
40690a,"<136,000kg",3.0
4400e3,"<136,000kg",3.0
407fc7,"<136,000kg",3.0
344116,Obstruction,1.0
781e95,Heavy,0.0
0a0048,Heavy,0.0
896598,Heavy,0.0
341254,Obstruction,1.0
a560f3,Heavy,0.0
396446,Heavy,0.0
44ccc8,Heavy,0.0
8964fa,Heavy,0.0
39d2a8,Heavy,0.0
3965b4,Heavy,0.0
a9fa04,Heavy,0.0
4b1a2b,"<136,000kg",3.0
39d30c,"<136,000kg",3.0
3991e5,"<136,000kg",3.0
49d407,"<34,000kg",4.0
4caa5a,"<136,000kg",3.0
4aca86,"<136,000kg",3.0
4910f7,<7000kg,7.0
40780e,"<136,000kg",3.0
3964e0,"<136,000kg",3.0
4d226d,"<136,000kg",3.0
40665f,"<136,000kg",3.0
4acaa1,"<136,000kg",3.0
3c6475,"<136,000kg",3.0
4070e2,"<136,000kg",3.0
3c66b6,"<136,000kg",3.0
4d2246,"<136,000kg",3.0
3c49b2,"<136,000kg",3.0
4b1a1f,"<136,000kg",3.0
401079,High vortex,8.0
47880f,"<136,000kg",3.0
491d86,"<136,000kg",3.0
494108,"<34,000kg",4.0
4911f7,"<34,000kg",4.0
3c7982,"<136,000kg",3.0
4cae93,"<136,000kg",3.0
341545,"<34,000kg",4.0
3c6461,,2.0
440cbd,<7000kg,7.0
3c7865,"<34,000kg",4.0
4d2348,"<136,000kg",3.0
4d225a,"<136,000kg",3.0
4d00f3,"<136,000kg",3.0
a88e45,"<136,000kg",3.0
344303,"<34,000kg",4.0
3475d4,Heavy,0.0
4b0281,"<136,000kg",3.0
0701a1,Heavy,0.0
4ca703,"<136,000kg",3.0
343194,"<136,000kg",3.0
3475c9,"<136,000kg",3.0
503eaa,"<136,000kg",3.0
4b1a26,"<136,000kg",3.0
502ccf,"<136,000kg",3.0
4aca87,"<136,000kg",3.0
3474c8,Heavy,0.0
4b161a,"<136,000kg",3.0
4d21f2,"<136,000kg",3.0
896459,Heavy,0.0
3c64ad,"<136,000kg",3.0
48b063,<7000kg,7.0
344099,"<136,000kg",3.0
440352,"<136,000kg",3.0
3cea40,"<34,000kg",4.0
3c4a03,Heavy,0.0
39cf03,Heavy,0.0
3444c9,"<136,000kg",3.0
3c66b0,"<136,000kg",3.0
a1fcc5,Heavy,0.0
345116,"<136,000kg",3.0
06a2b0,Heavy,0.0
407dc4,"<34,000kg",4.0
4d2258,"<136,000kg",3.0
aaffa2,Heavy,0.0
4b1918,Heavy,0.0
4b1809,"<136,000kg",3.0
3441c4,Obstruction,1.0
06a126,Heavy,0.0
3c4b30,Heavy,0.0
c05840,Heavy,0.0
4cadb7,"<136,000kg",3.0
48c2a5,"<136,000kg",3.0
495307,"<136,000kg",3.0
4cae91,"<136,000kg",3.0
3444ca,"<136,000kg",3.0
020104,"<136,000kg",3.0
3c6494,"<136,000kg",3.0
4ac8e7,"<136,000kg",3.0
4d2383,"<136,000kg",3.0
406660,"<136,000kg",3.0
0200ed,"<136,000kg",3.0
4d0118,Heavy,0.0
4ac9c5,"<136,000kg",3.0
4cad10,"<136,000kg",3.0
4854cf,"<136,000kg",3.0
4850f5,Heavy,0.0
4cafb3,,2.0
44046e,"<136,000kg",3.0
394a18,Heavy,0.0
02012c,"<136,000kg",3.0
4951d3,"<136,000kg",3.0
407f79,"<136,000kg",3.0
495066,Heavy,0.0
8964bb,Heavy,0.0
341258,Obstruction,1.0
485171,"<34,000kg",4.0
3410ce,Obstruction,1.0
4d21f1,"<136,000kg",3.0
02007a,"<136,000kg",3.0
49328b,"<34,000kg",4.0
341088,Obstruction,1.0
3440d2,Surface emergency vehicle,5.0
343404,Obstruction,1.0
4ca80b,"<136,000kg",3.0
40767a,"<136,000kg",3.0
39c420,Heavy,0.0
406fdb,"<136,000kg",3.0
3444d1,"<136,000kg",3.0
392af0,"<136,000kg",3.0
4d248f,"<136,000kg",3.0
405d0f,"<136,000kg",3.0
4866e0,"<136,000kg",3.0
4892c2,"<136,000kg",3.0
44ccc7,Heavy,0.0
3c8481,"<34,000kg",4.0
4ca9cc,"<136,000kg",3.0
3c5422,Heavy,0.0
aa1dcd,Heavy,0.0
34310d,High vortex,8.0
3451c2,Obstruction,1.0
7380c0,Heavy,0.0
8a0a3f,"<136,000kg",3.0
a48850,Heavy,0.0
aa28f2,Heavy,0.0
a4e35f,Heavy,0.0
040127,Heavy,0.0
8965b9,Heavy,0.0
440ced,"<136,000kg",3.0
71be43,Heavy,0.0
348117,Obstruction,1.0
348119,Obstruction,1.0
a51d6f,Heavy,0.0
781b7b,Heavy,0.0
4ca700,"<136,000kg",3.0
39cea1,"<136,000kg",3.0
3c1bae,Heavy,0.0
c051e6,Heavy,0.0
48c2a8,"<136,000kg",3.0
3946ea,"<136,000kg",3.0
341083,Obstruction,1.0
44014a,"<136,000kg",3.0
407ff4,"<136,000kg",3.0
34644d,"<136,000kg",3.0
39e685,"<136,000kg",3.0
3c6672,"<136,000kg",3.0
4d00f2,"<136,000kg",3.0
346187,"<34,000kg",4.0
407688,"<136,000kg",3.0
4d22bf,"<136,000kg",3.0
48c127,"<136,000kg",3.0
cb93db,,2.0
a748bc,Heavy,0.0
495304,"<136,000kg",3.0
4b028c,"<136,000kg",3.0
4cadc4,"<136,000kg",3.0
a28e10,<7000kg,7.0
407575,"<136,000kg",3.0
407f1f,"<136,000kg",3.0
4009c6,"<136,000kg",3.0
39de45,"<136,000kg",3.0
39de42,"<136,000kg",3.0
48c139,"<136,000kg",3.0
4d2421,"<136,000kg",3.0
440cbe,"<136,000kg",3.0
4d225d,"<136,000kg",3.0
484135,,2.0
4ca61c,"<136,000kg",3.0
789204,Heavy,0.0
4cadf8,"<136,000kg",3.0
48c136,"<136,000kg",3.0
406909,"<136,000kg",3.0
345084,"<136,000kg",3.0
471f67,"<136,000kg",3.0
aa9808,Heavy,0.0
495305,"<136,000kg",3.0
aab812,Heavy,0.0
4d228b,"<136,000kg",3.0
3c0c9e,"<136,000kg",3.0
3c54a1,"<136,000kg",3.0
3c54a4,"<136,000kg",3.0
48597e,"<136,000kg",3.0
4cad39,"<136,000kg",3.0
4d2229,"<136,000kg",3.0
3c7439,"<136,000kg",3.0
4aca8c,"<136,000kg",3.0
3475d6,<7000kg,7.0
4ca73e,"<136,000kg",3.0
345687,"<136,000kg",3.0
39d309,"<136,000kg",3.0
40775c,"<136,000kg",3.0
40756a,"<136,000kg",3.0
020066,"<136,000kg",3.0
48c123,"<136,000kg",3.0
48520d,"<136,000kg",3.0
3474cc,<7000kg,7.0
4aca8d,"<136,000kg",3.0
3c0d0c,"<136,000kg",3.0
345319,Heavy,0.0
43c7a1,Reserved,10.0
4cae8d,"<136,000kg",3.0
4c808c,"<136,000kg",3.0
405f12,"<136,000kg",3.0
3c66b5,"<136,000kg",3.0
3453d0,<7000kg,7.0
406544,,2.0
406b62,"<136,000kg",3.0
4d0218,"<34,000kg",4.0
3c6468,,2.0
02006e,"<136,000kg",3.0
3e232e,<7000kg,7.0
4bb0eb,Heavy,0.0
39cea5,"<136,000kg",3.0
4ab5ae,<7000kg,7.0
39d314,"<136,000kg",3.0
4cac24,"<136,000kg",3.0
34751a,<7000kg,7.0
4acb23,"<136,000kg",3.0
39de46,"<136,000kg",3.0
495309,"<136,000kg",3.0
440075,"<136,000kg",3.0
3532cd,High vortex,8.0
484f6d,"<136,000kg",3.0
347388,Heavy,0.0
3441d7,Obstruction,1.0
4ac9e3,"<136,000kg",3.0
4bb279,"<136,000kg",3.0
4010dc,"<136,000kg",3.0
3c10aa,"<34,000kg",4.0
49d508,<7000kg,7.0
34630d,<7000kg,7.0
3460cc,<7000kg,7.0
0200ec,"<136,000kg",3.0
4aca14,"<136,000kg",3.0
484161,"<136,000kg",3.0
8964c3,Heavy,0.0
511171,"<136,000kg",3.0
3965a3,Heavy,0.0
40631b,"<136,000kg",3.0
4d24b0,"<136,000kg",3.0
3c6473,"<136,000kg",3.0
4074b5,"<136,000kg",3.0
345688,"<136,000kg",3.0
449683,"<136,000kg",3.0
34728a,<7000kg,7.0
02008b,"<136,000kg",3.0
4ca9ec,"<136,000kg",3.0
494118,"<34,000kg",4.0
39cea7,"<136,000kg",3.0
48436a,Heavy,0.0
ab6fbf,Heavy,0.0
34258f,"<136,000kg",3.0
347191,"<136,000kg",3.0
503d6f,"<136,000kg",3.0
485a82,"<136,000kg",3.0
4cafb5,"<136,000kg",3.0
406018,"<136,000kg",3.0
4b0ecc,<7000kg,7.0
4d21ee,"<136,000kg",3.0
4cade3,"<136,000kg",3.0
4ca84f,"<136,000kg",3.0
471daf,"<136,000kg",3.0
06a2e4,Heavy,0.0
4cae95,"<136,000kg",3.0
3c5eeb,"<136,000kg",3.0
4cafc3,"<136,000kg",3.0
4cafcf,"<136,000kg",3.0
0200ef,"<136,000kg",3.0
4ca8e8,"<136,000kg",3.0
34454a,"<136,000kg",3.0
493201,"<34,000kg",4.0
3443d1,"<136,000kg",3.0
346610,"<136,000kg",3.0
4b17fc,"<136,000kg",3.0
4d2367,"<34,000kg",4.0
440115,"<136,000kg",3.0
491139,"<34,000kg",4.0
400afc,"<136,000kg",3.0
345042,"<136,000kg",3.0
342107,"<136,000kg",3.0
4ca737,"<136,000kg",3.0
484ee4,"<136,000kg",3.0
3c618b,"<136,000kg",3.0
4d251d,"<136,000kg",3.0
4aca82,"<136,000kg",3.0
4b1a24,"<136,000kg",3.0
4aca07,"<136,000kg",3.0
344197,"<136,000kg",3.0
392af8,"<136,000kg",3.0
4d222a,"<136,000kg",3.0
3c56ea,"<136,000kg",3.0
34758d,"<136,000kg",3.0
344697,"<136,000kg",3.0
71c345,Heavy,0.0
3999e4,"<34,000kg",4.0
3c49d5,"<136,000kg",3.0
347301,"<136,000kg",3.0
40095d,"<136,000kg",3.0
3431c9,"<34,000kg",4.0
34604b,"<136,000kg",3.0
347696,"<136,000kg",3.0
406670,"<136,000kg",3.0
3c6429,"<136,000kg",3.0
4d2374,"<34,000kg",4.0
a603b0,Heavy,0.0
344644,"<136,000kg",3.0
392ae9,"<136,000kg",3.0
48c2ae,"<136,000kg",3.0
3c6490,"<136,000kg",3.0
3991e0,"<136,000kg",3.0
4ca837,"<136,000kg",3.0
40666a,"<136,000kg",3.0
346047,"<136,000kg",3.0
4cae00,"<136,000kg",3.0
407f1e,"<136,000kg",3.0
485a84,"<136,000kg",3.0
4ca2c0,"<136,000kg",3.0
440af5,"<136,000kg",3.0
4d2369,"<136,000kg",3.0
4b1a67,"<136,000kg",3.0
4ca741,"<136,000kg",3.0
2f9ab9,Glider,11.0
405a47,"<136,000kg",3.0
40631a,"<136,000kg",3.0
34804a,"<136,000kg",3.0
344693,"<136,000kg",3.0
4ca815,"<136,000kg",3.0
4d245c,"<136,000kg",3.0
406229,"<136,000kg",3.0
4d224c,"<136,000kg",3.0
4d2532,"<136,000kg",3.0
3444c3,"<136,000kg",3.0
4cac85,"<136,000kg",3.0
44cdd0,"<136,000kg",3.0
4cada3,"<136,000kg",3.0
738054,"<136,000kg",3.0
4d234e,"<136,000kg",3.0
4ca766,"<136,000kg",3.0
4952c4,"<136,000kg",3.0
39d30f,"<136,000kg",3.0
34768d,"<136,000kg",3.0
4ca75e,"<136,000kg",3.0
471f68,"<136,000kg",3.0
4cadf6,"<136,000kg",3.0
4bc849,"<136,000kg",3.0
4d2066,"<136,000kg",3.0
4cae66,"<136,000kg",3.0
3480d1,<7000kg,7.0
34304f,<7000kg,7.0
4caa58,"<136,000kg",3.0
4d2425,"<136,000kg",3.0
406754,"<136,000kg",3.0
4d020c,"<136,000kg",3.0
405b67,"<136,000kg",3.0
4acb04,"<136,000kg",3.0
e94c88,Heavy,0.0
3c8483,"<34,000kg",4.0
738286,"<136,000kg",3.0
3480d0,<7000kg,7.0
440062,"<136,000kg",3.0
494115,"<34,000kg",4.0
3c65c2,"<136,000kg",3.0
0200f8,"<136,000kg",3.0
3c54a3,"<136,000kg",3.0
347308,"<136,000kg",3.0
020110,"<136,000kg",3.0
353344,"<34,000kg",4.0
4d226c,"<136,000kg",3.0
3991e4,"<136,000kg",3.0
406542,"<136,000kg",3.0
010245,"<136,000kg",3.0
4ca7b4,"<136,000kg",3.0
440175,"<136,000kg",3.0
7810b8,Heavy,0.0
345241,"<136,000kg",3.0
3463c2,<7000kg,7.0
3964eb,"<136,000kg",3.0
398572,"<136,000kg",3.0
39ceb2,"<136,000kg",3.0
502d96,"<136,000kg",3.0
3c66e2,"<136,000kg",3.0
4b194d,"<136,000kg",3.0
4ca4f8,"<136,000kg",3.0
3475c1,<7000kg,7.0
493295,"<34,000kg",4.0
39c5c8,<7000kg,7.0
48af02,"<136,000kg",3.0
3542c5,"<34,000kg",4.0
ac0196,Heavy,0.0
4d2007,"<136,000kg",3.0
47a50d,"<136,000kg",3.0
3cf106,"<34,000kg",4.0
4864ef,"<136,000kg",3.0
5c8b76,Lighter than air,12.0
48c228,"<136,000kg",3.0
4d2536,"<136,000kg",3.0
a6c7b2,Heavy,0.0
408059,"<136,000kg",3.0
4cad4f,"<136,000kg",3.0
896307,Heavy,0.0
e07211,Heavy,0.0
4d24d8,"<136,000kg",3.0
49d558,"<136,000kg",3.0
4d200e,"<136,000kg",3.0
4cafc4,"<136,000kg",3.0
4bb20c,"<136,000kg",3.0
4d236c,"<136,000kg",3.0
495279,"<136,000kg",3.0
347612,<7000kg,7.0
392ae7,"<136,000kg",3.0
4cac84,"<136,000kg",3.0
3c6653,"<136,000kg",3.0
4d2270,"<136,000kg",3.0
4cadf2,"<136,000kg",3.0
4b1802,"<136,000kg",3.0
491311,"<34,000kg",4.0
49d423,"<136,000kg",3.0
06a13b,Heavy,0.0
346494,<7000kg,7.0
48c227,"<136,000kg",3.0
44d068,"<136,000kg",3.0
39d313,"<136,000kg",3.0
4d240b,"<136,000kg",3.0
345255,Rotorcraft,6.0
48c2a4,"<136,000kg",3.0
344449,"<136,000kg",3.0
48c22d,"<136,000kg",3.0
491118,"<34,000kg",4.0
461fa3,"<136,000kg",3.0
440add,<7000kg,7.0
39d303,"<136,000kg",3.0
491222,"<34,000kg",4.0
ae046a,"<34,000kg",4.0
4d2256,"<136,000kg",3.0
3c49ce,"<136,000kg",3.0
0d0bba,Heavy,0.0
4b17e1,"<136,000kg",3.0
e8046c,Heavy,0.0
4ca243,"<136,000kg",3.0
4ca912,,2.0
40600d,"<136,000kg",3.0
4ba9e7,Heavy,0.0
740743,"<136,000kg",3.0
4d2502,"<136,000kg",3.0
ae0467,"<34,000kg",4.0
4baad3,"<136,000kg",3.0
adfdcb,"<136,000kg",3.0
4cac79,"<136,000kg",3.0
4cace0,"<136,000kg",3.0
484556,"<136,000kg",3.0
4cad12,"<136,000kg",3.0
3c64a8,"<136,000kg",3.0
2398ab,Obstruction,1.0
4ca624,"<136,000kg",3.0
02019d,"<136,000kg",3.0
344495,"<34,000kg",4.0
3c7438,"<136,000kg",3.0
4ca84d,"<136,000kg",3.0
4d2262,"<136,000kg",3.0
4ca6fb,"<136,000kg",3.0
4cafc1,"<136,000kg",3.0
3441d5,Obstruction,1.0
3c66a5,"<136,000kg",3.0
4ca80f,"<136,000kg",3.0
345102,"<136,000kg",3.0
a9c52e,Heavy,0.0
e8046d,Heavy,0.0
344545,"<34,000kg",4.0
4baa56,"<136,000kg",3.0
4402e8,,2.0
4ca6fc,"<136,000kg",3.0
3c6544,"<136,000kg",3.0
48415e,"<136,000kg",3.0
4ca814,"<136,000kg",3.0
3c56a1,"<136,000kg",3.0
e4818a,Heavy,0.0
3412c6,Obstruction,1.0
341252,Obstruction,1.0
34560d,"<136,000kg",3.0
4caded,"<136,000kg",3.0
0200cc,"<136,000kg",3.0
4952ce,"<136,000kg",3.0
406c71,"<136,000kg",3.0
440b91,"<136,000kg",3.0
8965b8,Heavy,0.0
494105,"<34,000kg",4.0
48c2a6,"<136,000kg",3.0
e49c1a,"<136,000kg",3.0
4bb14f,Heavy,0.0
4ca76a,"<136,000kg",3.0
495217,"<136,000kg",3.0
495214,"<136,000kg",3.0
407d5b,"<136,000kg",3.0
896216,Heavy,0.0
3c648d,"<136,000kg",3.0
3c542f,Heavy,0.0
a5a21c,High performance,13.0
3452c8,"<136,000kg",3.0
344485,"<34,000kg",4.0
34138d,Obstruction,1.0
341358,Obstruction,1.0
3452ce,Obstruction,1.0
34519a,Obstruction,1.0
3441c6,Obstruction,1.0
3440d4,Obstruction,1.0
3412da,Obstruction,1.0
7811a3,Heavy,0.0
344206,Obstruction,1.0
3412ca,Obstruction,1.0
461fa1,"<136,000kg",3.0
348102,"<34,000kg",4.0
a73e2f,Heavy,0.0
